external_id	source_type	trait	source_url	population	category	sample_size	notes
EGG.EGG_late_childhood_AUC	direct_url	Longitudinal BMI area under the curve in late childhood, 6.5 to 10 years	https://egg-consortium.org/Longitudinal_BMI/EGG_late_childhood_AUC.txt.gz	European	EGG	19308	genome_build=GRCh37; egg_page=https://egg-consortium.org/longitudinal_growth.html; phenotype_description=Area under the repeated-measures BMI trajectory curve in late childhood from 6.5 to 10 years.; source_file=EGG_late_childhood_AUC.txt.gz; citation=Couto_Alves_2024; model=longitudinal_repeated_measures_BMI
EGG.EGG_adolescence_AUC	direct_url	Longitudinal BMI area under the curve in adolescence, 12 to 17 years	https://egg-consortium.org/Longitudinal_BMI/EGG_adolescence_AUC.txt.gz	European	EGG	19308	genome_build=GRCh37; egg_page=https://egg-consortium.org/longitudinal_growth.html; phenotype_description=Area under the repeated-measures BMI trajectory curve in adolescence from 12 to 17 years.; source_file=EGG_adolescence_AUC.txt.gz; citation=Couto_Alves_2024; model=longitudinal_repeated_measures_BMI
EGG.EGG_AP_age	direct_url	Age at adiposity peak	https://egg-consortium.org/Longitudinal_BMI/EGG_AP_age.txt.gz	European	EGG	19308	genome_build=GRCh37; egg_page=https://egg-consortium.org/longitudinal_growth.html; phenotype_description=Age at the adiposity peak derived from repeated-measures BMI trajectories.; source_file=EGG_AP_age.txt.gz; citation=Couto_Alves_2024; model=longitudinal_repeated_measures_BMI
EGG.EGG_AP_BMI	direct_url	BMI at adiposity peak	https://egg-consortium.org/Longitudinal_BMI/EGG_AP_BMI.txt.gz	European	EGG	19308	genome_build=GRCh37; egg_page=https://egg-consortium.org/longitudinal_growth.html; phenotype_description=BMI value at the adiposity peak derived from repeated-measures BMI trajectories.; source_file=EGG_AP_BMI.txt.gz; citation=Couto_Alves_2024; model=longitudinal_repeated_measures_BMI
EGG.EGG_AR_age	direct_url	Age at adiposity rebound	https://egg-consortium.org/Longitudinal_BMI/EGG_AR_age.txt.gz	European	EGG	19308	genome_build=GRCh37; egg_page=https://egg-consortium.org/longitudinal_growth.html; phenotype_description=Age at the adiposity rebound derived from repeated-measures BMI trajectories.; source_file=EGG_AR_age.txt.gz; citation=Couto_Alves_2024; model=longitudinal_repeated_measures_BMI
EGG.EGG_AR_BMI	direct_url	BMI at adiposity rebound	https://egg-consortium.org/Longitudinal_BMI/EGG_AR_BMI.txt.gz	European	EGG	19308	genome_build=GRCh37; egg_page=https://egg-consortium.org/longitudinal_growth.html; phenotype_description=BMI value at the adiposity rebound derived from repeated-measures BMI trajectories.; source_file=EGG_AR_BMI.txt.gz; citation=Couto_Alves_2024; model=longitudinal_repeated_measures_BMI
EGG.EGG_TANNER_males.v2	direct_url	Tanner stage male genital development	https://egg-consortium.org/Tanner_Stage/EGG_TANNER_males.v2.txt.gz	European	EGG	NA	genome_build=HapMap_CEU_r22; egg_page=https://egg-consortium.org/tanner-stage.html; phenotype_description=Tanner stage measure of male genital development as a sexual maturation phenotype.; source_file=EGG_TANNER_males.v2.txt.gz; citation=Cousminer_2014_HMG
EGG.EGG_TANNER_females.v2	direct_url	Tanner stage female breast development	https://egg-consortium.org/Tanner_Stage/EGG_TANNER_females.v2.txt.gz	European	EGG	NA	genome_build=HapMap_CEU_r22; egg_page=https://egg-consortium.org/tanner-stage.html; phenotype_description=Tanner stage measure of female breast development as a sexual maturation phenotype.; source_file=EGG_TANNER_females.v2.txt.gz; citation=Cousminer_2014_HMG
EGG.EGG_TANNER_males_and_females_combined.v2	direct_url	Tanner stage sexual maturation, males and females combined	https://egg-consortium.org/Tanner_Stage/EGG_TANNER_males_and_females_combined.v2.txt.gz	European	EGG	NA	genome_build=HapMap_CEU_r22; egg_page=https://egg-consortium.org/tanner-stage.html; phenotype_description=Sex-combined Tanner stage sexual maturation phenotype combining male genital development and female breast development.; source_file=EGG_TANNER_males_and_females_combined.v2.txt.gz; citation=Cousminer_2014_HMG
EGG.Fetal_gest_duration_NComms2019	direct_url	Fetal genetic effect on gestational duration	https://egg-consortium.org/Fetal_GA/Fetal_gest_duration_NComms2019.txt.gz	European	EGG	84689	genome_build=GRCh37; egg_page=https://egg-consortium.org/gestational-duration-2019.html; phenotype_description=Fetal genetic effect on quantile-transformed gestational duration in days.; source_file=Fetal_gest_duration_NComms2019.txt.gz; citation=Sakai_2019_Nat_Commun
EGG.Fetal_early_preterm_birth_NComms2019	direct_url	Fetal genetic effect on early preterm birth	https://egg-consortium.org/Fetal_GA/Fetal_early_preterm_birth_NComms2019.txt.gz	European	EGG	1139	genome_build=GRCh37; egg_page=https://egg-consortium.org/gestational-duration-2019.html; phenotype_description=Fetal genetic effect on early preterm birth, defined as less than 34 completed weeks versus controls at 39 to less than 42 weeks.; source_file=Fetal_early_preterm_birth_NComms2019.txt.gz; citation=Sakai_2019_Nat_Commun
EGG.Fetal_preterm_birth_NComms2019	direct_url	Fetal genetic effect on preterm birth	https://egg-consortium.org/Fetal_GA/Fetal_preterm_birth_NComms2019.txt.gz	European	EGG	4775	genome_build=GRCh37; egg_page=https://egg-consortium.org/gestational-duration-2019.html; phenotype_description=Fetal genetic effect on preterm birth, defined as less than 37 weeks versus controls at 39 to less than 42 weeks.; source_file=Fetal_preterm_birth_NComms2019.txt.gz; citation=Sakai_2019_Nat_Commun
EGG.Fetal_postterm_birth_NComms2019	direct_url	Fetal genetic effect on postterm birth	https://egg-consortium.org/Fetal_GA/Fetal_postterm_birth_NComms2019.txt.gz	European	EGG	7888	genome_build=GRCh37; egg_page=https://egg-consortium.org/gestational-duration-2019.html; phenotype_description=Fetal genetic effect on postterm birth, defined as at least 42 weeks versus controls at 39 to less than 42 weeks.; source_file=Fetal_postterm_birth_NComms2019.txt.gz; citation=Sakai_2019_Nat_Commun
EGG.EGG_Maternal_GWAMA_allPTD	direct_url	Maternal genetic effect on spontaneous preterm delivery	https://egg-consortium.org/GA_2022/EGG_Maternal_GWAMA_allPTD.txt.gz	European	EGG	233290	genome_build=GRCh37; egg_page=https://egg-consortium.org/Gestational-duration-2023.html; phenotype_description=Maternal GWAS meta-analysis of spontaneous preterm delivery.; source_file=EGG_Maternal_GWAMA_allPTD.txt.gz; citation=Sole_Navais_2023_Nat_Genet; excludes_23andMe=true; cases=15419
EGG.EGG_Maternal_GWAMA_GAraw	direct_url	Maternal genetic effect on gestational duration in days	https://egg-consortium.org/GA_2022/EGG_Maternal_GWAMA_GAraw.txt.gz	European	EGG	151987	genome_build=GRCh37; egg_page=https://egg-consortium.org/Gestational-duration-2023.html; phenotype_description=Maternal GWAS meta-analysis of gestational duration in days for spontaneous deliveries.; source_file=EGG_Maternal_GWAMA_GAraw.txt.gz; citation=Sole_Navais_2023_Nat_Genet; excludes_23andMe=true
EGG.EGG_Maternal_GWAMA_postTerm	direct_url	Maternal genetic effect on post-term delivery	https://egg-consortium.org/GA_2022/EGG_Maternal_GWAMA_postTerm.txt.gz	European	EGG	131279	genome_build=GRCh37; egg_page=https://egg-consortium.org/Gestational-duration-2023.html; phenotype_description=Maternal GWAS meta-analysis of post-term delivery.; source_file=EGG_Maternal_GWAMA_postTerm.txt.gz; citation=Sole_Navais_2023_Nat_Genet; excludes_23andMe=true; cases=15972
EGG.EGG-TotalGWG-Maternal	direct_url	Total gestational weight gain, maternal genotype	https://egg-consortium.org/GWG/EGG-TotalGWG-Maternal.txt.gz	European	EGG	10555	genome_build=NCBI36/HapMap_r22; egg_page=https://egg-consortium.org/gestational-weight-gain.html; phenotype_description=Total gestational weight gain: last gestational weight at or after 28 weeks minus pre- or early-pregnancy weight, divided by gestational weeks at last measurement, using maternal genotype.; source_file=EGG-TotalGWG-Maternal.txt.gz; citation=Paternoster_2017
EGG.EGG-EarlyGWG-Maternal	direct_url	Early gestational weight gain, maternal genotype	https://egg-consortium.org/GWG/EGG-EarlyGWG-Maternal.txt.gz	European	EGG	7704	genome_build=NCBI36/HapMap_r22; egg_page=https://egg-consortium.org/gestational-weight-gain.html; phenotype_description=Early gestational weight gain: weight change from pre- or early-pregnancy to 18-20 completed weeks divided by gestational weeks at that measurement, using maternal genotype.; source_file=EGG-EarlyGWG-Maternal.txt.gz; citation=Paternoster_2017
EGG.EGG-LateGWG-Maternal	direct_url	Late gestational weight gain, maternal genotype	https://egg-consortium.org/GWG/EGG-LateGWG-Maternal.txt.gz	European	EGG	7681	genome_build=NCBI36/HapMap_r22; egg_page=https://egg-consortium.org/gestational-weight-gain.html; phenotype_description=Late gestational weight gain: weight change from 18-20 weeks to the last weight at or after 28 weeks divided by weeks between measurements, using maternal genotype.; source_file=EGG-LateGWG-Maternal.txt.gz; citation=Paternoster_2017
EGG.EGG-TotalGWG-Offspring	direct_url	Total gestational weight gain, offspring genotype	https://egg-consortium.org/GWG/EGG-TotalGWG-Offspring.txt.gz	European	EGG	16469	genome_build=NCBI36/HapMap_r22; egg_page=https://egg-consortium.org/gestational-weight-gain.html; phenotype_description=Total gestational weight gain using offspring genotype.; source_file=EGG-TotalGWG-Offspring.txt.gz; citation=Paternoster_2017
EGG.EGG-EarlyGWG-Offspring	direct_url	Early gestational weight gain, offspring genotype	https://egg-consortium.org/GWG/EGG-EarlyGWG-Offspring.txt.gz	European	EGG	8552	genome_build=NCBI36/HapMap_r22; egg_page=https://egg-consortium.org/gestational-weight-gain.html; phenotype_description=Early gestational weight gain using offspring genotype.; source_file=EGG-EarlyGWG-Offspring.txt.gz; citation=Paternoster_2017
EGG.EGG-LateGWG-Offspring	direct_url	Late gestational weight gain, offspring genotype	https://egg-consortium.org/GWG/EGG-LateGWG-Offspring.txt.gz	European	EGG	8625	genome_build=NCBI36/HapMap_r22; egg_page=https://egg-consortium.org/gestational-weight-gain.html; phenotype_description=Late gestational weight gain using offspring genotype.; source_file=EGG-LateGWG-Offspring.txt.gz; citation=Paternoster_2017
EGG.pw_fetal_sex_gest	direct_url	Placental weight, fetal genotype adjusted for fetal sex and gestational duration	https://egg-consortium.org/PW/pw_fetal_sex_gest.gz	European	EGG	65405	genome_build=GRCh37; egg_page=https://egg-consortium.org/placental-weight-2023.html; phenotype_description=Fetal GWAS of z-score transformed placental weight adjusted for fetal sex and gestational duration.; source_file=pw_fetal_sex_gest.gz; citation=Beaumont_2023_Nat_Genet
EGG.pw_maternal_sex_gest	direct_url	Placental weight, maternal genotype adjusted for fetal sex and gestational duration	https://egg-consortium.org/PW/pw_maternal_sex_gest.gz	European	EGG	61228	genome_build=GRCh37; egg_page=https://egg-consortium.org/placental-weight-2023.html; phenotype_description=Maternal GWAS of z-score transformed placental weight adjusted for fetal sex and gestational duration.; source_file=pw_maternal_sex_gest.gz; citation=Beaumont_2023_Nat_Genet
EGG.pw_paternal_sex_gest	direct_url	Placental weight, paternal genotype adjusted for fetal sex and gestational duration	https://egg-consortium.org/PW/pw_paternal_sex_gest.gz	European	EGG	52392	genome_build=GRCh37; egg_page=https://egg-consortium.org/placental-weight-2023.html; phenotype_description=Paternal GWAS of z-score transformed placental weight adjusted for fetal sex and gestational duration.; source_file=pw_paternal_sex_gest.gz; citation=Beaumont_2023_Nat_Genet
EGG.pw_fetal_sex	direct_url	Placental weight, fetal genotype adjusted for fetal sex only	https://egg-consortium.org/PW/pw_fetal_sex.gz	European	EGG	65405	genome_build=GRCh37; egg_page=https://egg-consortium.org/placental-weight-2023.html; phenotype_description=Fetal GWAS of z-score transformed placental weight adjusted for fetal sex only.; source_file=pw_fetal_sex.gz; citation=Beaumont_2023_Nat_Genet
EGG.pw_maternal_sex	direct_url	Placental weight, maternal genotype adjusted for fetal sex only	https://egg-consortium.org/PW/pw_maternal_sex.gz	European	EGG	61228	genome_build=GRCh37; egg_page=https://egg-consortium.org/placental-weight-2023.html; phenotype_description=Maternal GWAS of z-score transformed placental weight adjusted for fetal sex only.; source_file=pw_maternal_sex.gz; citation=Beaumont_2023_Nat_Genet
EGG.pw_paternal_sex	direct_url	Placental weight, paternal genotype adjusted for fetal sex only	https://egg-consortium.org/PW/pw_paternal_sex.gz	European	EGG	52392	genome_build=GRCh37; egg_page=https://egg-consortium.org/placental-weight-2023.html; phenotype_description=Paternal GWAS of z-score transformed placental weight adjusted for fetal sex only.; source_file=pw_paternal_sex.gz; citation=Beaumont_2023_Nat_Genet
EGG.wlm_sex_gest_plus_p_fetal	direct_url	Placental weight weighted-linear-model fetal genotype effect	https://egg-consortium.org/PW/wlm_sex_gest_plus_p.gz	European	EGG	65405	genome_build=GRCh37; egg_page=https://egg-consortium.org/placental-weight-2023.html; phenotype_description=Weighted linear model fetal genotype effect on placental weight, adjusting correlated fetal, maternal and paternal genotypes.; source_file=wlm_sex_gest_plus_p.gz; citation=Beaumont_2023_Nat_Genet; beta_col=wlm_beta_fetal; se_col=wlm_se_fetal; p_col=wlm_p_fetal; n_col=n_fetal
EGG.wlm_sex_gest_plus_p_maternal	direct_url	Placental weight weighted-linear-model maternal genotype effect	https://egg-consortium.org/PW/wlm_sex_gest_plus_p.gz	European	EGG	61228	genome_build=GRCh37; egg_page=https://egg-consortium.org/placental-weight-2023.html; phenotype_description=Weighted linear model maternal genotype effect on placental weight, adjusting correlated fetal, maternal and paternal genotypes.; source_file=wlm_sex_gest_plus_p.gz; citation=Beaumont_2023_Nat_Genet; beta_col=wlm_beta_maternal; se_col=wlm_se_maternal; p_col=wlm_p_maternal; n_col=n_maternal
EGG.wlm_sex_gest_plus_p_paternal	direct_url	Placental weight weighted-linear-model paternal genotype effect	https://egg-consortium.org/PW/wlm_sex_gest_plus_p.gz	European	EGG	52392	genome_build=GRCh37; egg_page=https://egg-consortium.org/placental-weight-2023.html; phenotype_description=Weighted linear model paternal genotype effect on placental weight, adjusting correlated fetal, maternal and paternal genotypes.; source_file=wlm_sex_gest_plus_p.gz; citation=Beaumont_2023_Nat_Genet; beta_col=wlm_beta_paternal; se_col=wlm_se_paternal; p_col=wlm_p_paternal; n_col=n_paternal
GCST90568441	gwas_catalog	ACTION ADHD symptom counts and diagnosis	https://www.ebi.ac.uk/gwas/studies/GCST90568441	European	Mental/psychiatric/nervous	299017	genome_build=GRCh37; source=GWAS Catalog; ACTION consortium; phenotype=ADHD symptom counts plus ADHD diagnosis; author_notes=van_der_Laan_2024_medRxiv_plus_Demontis_2023_ADHD_diagnosis
GCST90568440	gwas_catalog	ACTION ADHD symptom counts	https://www.ebi.ac.uk/gwas/studies/GCST90568440	European	Mental/psychiatric/nervous	73483	genome_build=GRCh37; source=GWAS Catalog; ACTION consortium; phenotype=ADHD symptom counts; author_notes=van_der_Laan_2024_medRxiv
GCST90572791	gwas_catalog	Hypothyroidism excluding 23andMe	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90572001-GCST90573000/GCST90572791/	European	Cardio/metabolic	1178661	genome_build=GRCh37; source=GWAS Catalog; excludes_23andMe=true; trait=Hypothyroidism; sample_size_european=1046991; sample_size_NR=131670
GCST90572789	gwas_catalog	Thyroid stimulating hormone levels	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90572001-GCST90573000/GCST90572789/	European	Cardio/metabolic	482873	genome_build=GRCh37; source=GWAS Catalog; trait=TSH; phenotype=thyroid_stimulating_hormone_levels
GCST90572790	gwas_catalog	Thyroxine levels	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90572001-GCST90573000/GCST90572790/	European	Cardio/metabolic	191449	genome_build=GRCh37; source=GWAS Catalog; trait=T4; phenotype=thyroxine_levels
age_related_hearing_loss_shi_2025	direct_url	Age-related hearing loss multi-ancestry meta-GWAS	https://zenodo.org/api/records/17141085/files/All_MVP_Trpchevska_De-Angelis_BBJ.N.txt.gz/content	Trans-ancestry	Sensory/neurological	1510447	genome_build=GRCh37; source=Zenodo record 17141085; DOI=10.5281/zenodo.17141085; phenotype=age_related_hearing_loss; cases=456413; controls=1053834; ancestry=European_East_Asian_African_Admixed_American; file_name=All_MVP_Trpchevska_De-Angelis_BBJ.N.txt.gz
education_field_cheesman_2025_meta_agri	direct_url	Educational field Agriculture main GWAS	https://zenodo.org/api/records/15584414/files/Cheesman_meta_agri.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_meta_agri.txt.gz; analysis=main_educational_field_GWAS; field=agri
education_field_cheesman_2025_ea4sub_engineering	direct_url	Educational field Engineering GWAS adjusted for educational attainment	https://zenodo.org/api/records/15584414/files/Cheesman_engineering_EA4sub_sumstats.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_engineering_EA4sub_sumstats.txt.gz; analysis=GWAS_by_subtraction_adjusted_for_EA; field=engineering
education_field_cheesman_2025_ea4sub_health	direct_url	Educational field Health GWAS adjusted for educational attainment	https://zenodo.org/api/records/15584414/files/Cheesman_health_EA4sub_sumstats.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_health_EA4sub_sumstats.txt.gz; analysis=GWAS_by_subtraction_adjusted_for_EA; field=health
education_field_cheesman_2025_ea4sub_ict	direct_url	Educational field Information and communication technologies GWAS adjusted for educational attainment	https://zenodo.org/api/records/15584414/files/Cheesman_ict_EA4sub_sumstats.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_ict_EA4sub_sumstats.txt.gz; analysis=GWAS_by_subtraction_adjusted_for_EA; field=ict
education_field_cheesman_2025_ea4sub_natural_sci	direct_url	Educational field Natural sciences mathematics and statistics GWAS adjusted for educational attainment	https://zenodo.org/api/records/15584414/files/Cheesman_natural_sci_EA4sub_sumstats.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_natural_sci_EA4sub_sumstats.txt.gz; analysis=GWAS_by_subtraction_adjusted_for_EA; field=natural_sci
education_field_cheesman_2025_ea4sub_services	direct_url	Educational field Services GWAS adjusted for educational attainment	https://zenodo.org/api/records/15584414/files/Cheesman_services_EA4sub_sumstats.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_services_EA4sub_sumstats.txt.gz; analysis=GWAS_by_subtraction_adjusted_for_EA; field=services
education_field_cheesman_2025_ea4sub_agri	direct_url	Educational field Agriculture GWAS adjusted for educational attainment	https://zenodo.org/api/records/15584414/files/Cheesman_agri_EA4sub_sumstats.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_agri_EA4sub_sumstats.txt.gz; analysis=GWAS_by_subtraction_adjusted_for_EA; field=agri
education_field_cheesman_2025_ea4sub_business	direct_url	Educational field Business GWAS adjusted for educational attainment	https://zenodo.org/api/records/15584414/files/Cheesman_business_EA4sub_sumstats.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_business_EA4sub_sumstats.txt.gz; analysis=GWAS_by_subtraction_adjusted_for_EA; field=business
education_field_cheesman_2025_meta_social	direct_url	Educational field Social sciences journalism and information main GWAS	https://zenodo.org/api/records/15584414/files/Cheesman_meta_social.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_meta_social.txt.gz; analysis=main_educational_field_GWAS; field=social
education_field_cheesman_2025_meta_engineering	direct_url	Educational field Engineering main GWAS	https://zenodo.org/api/records/15584414/files/Cheesman_meta_engineering.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_meta_engineering.txt.gz; analysis=main_educational_field_GWAS; field=engineering
education_field_cheesman_2025_pc2_practical_abstract	direct_url	Educational field PC2 practical-abstract axis	https://zenodo.org/api/records/15584414/files/PC2.N_weighted_GWAMA.results.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=PC2.N_weighted_GWAMA.results.txt.gz; analysis=N_weighted_GWAMA; axis=PC2_practical_positive_abstract_negative
education_field_cheesman_2025_ea4sub_social	direct_url	Educational field Social sciences journalism and information GWAS adjusted for educational attainment	https://zenodo.org/api/records/15584414/files/Cheesman_social_EA4sub_sumstats.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_social_EA4sub_sumstats.txt.gz; analysis=GWAS_by_subtraction_adjusted_for_EA; field=social
education_field_cheesman_2025_meta_health	direct_url	Educational field Health main GWAS	https://zenodo.org/api/records/15584414/files/Cheesman_meta_health.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_meta_health.txt.gz; analysis=main_educational_field_GWAS; field=health
education_field_cheesman_2025_meta_ict	direct_url	Educational field Information and communication technologies main GWAS	https://zenodo.org/api/records/15584414/files/Cheesman_meta_ict.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_meta_ict.txt.gz; analysis=main_educational_field_GWAS; field=ict
education_field_cheesman_2025_meta_edu	direct_url	Educational field Education main GWAS	https://zenodo.org/api/records/15584414/files/Cheesman_meta_edu.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_meta_edu.txt.gz; analysis=main_educational_field_GWAS; field=edu
education_field_cheesman_2025_meta_arts	direct_url	Educational field Arts and humanities main GWAS	https://zenodo.org/api/records/15584414/files/Cheesman_meta_arts.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_meta_arts.txt.gz; analysis=main_educational_field_GWAS; field=arts
education_field_cheesman_2025_meta_business	direct_url	Educational field Business main GWAS	https://zenodo.org/api/records/15584414/files/Cheesman_meta_business.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_meta_business.txt.gz; analysis=main_educational_field_GWAS; field=business
education_field_cheesman_2025_meta_natural_sci	direct_url	Educational field Natural sciences mathematics and statistics main GWAS	https://zenodo.org/api/records/15584414/files/Cheesman_meta_natural_sci.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_meta_natural_sci.txt.gz; analysis=main_educational_field_GWAS; field=natural_sci
education_field_cheesman_2025_meta_services	direct_url	Educational field Services main GWAS	https://zenodo.org/api/records/15584414/files/Cheesman_meta_services.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_meta_services.txt.gz; analysis=main_educational_field_GWAS; field=services
education_field_cheesman_2025_pc1_technical_social	direct_url	Educational field PC1 technical-social axis	https://zenodo.org/api/records/15584414/files/PC1.N_weighted_GWAMA.results.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=PC1.N_weighted_GWAMA.results.txt.gz; analysis=N_weighted_GWAMA; axis=PC1_technical_positive_social_negative
education_field_cheesman_2025_ea4sub_arts	direct_url	Educational field Arts and humanities GWAS adjusted for educational attainment	https://zenodo.org/api/records/15584414/files/Cheesman_arts_EA4sub_sumstats.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_arts_EA4sub_sumstats.txt.gz; analysis=GWAS_by_subtraction_adjusted_for_EA; field=arts
education_field_cheesman_2025_ea4sub_edu	direct_url	Educational field Education GWAS adjusted for educational attainment	https://zenodo.org/api/records/15584414/files/Cheesman_edu_EA4sub_sumstats.txt.gz/content	European	Cognition/SES	NA	genome_build=GRCh37; source=Zenodo record 15584414; DOI=10.5281/zenodo.15584414; file_name=Cheesman_edu_EA4sub_sumstats.txt.gz; analysis=GWAS_by_subtraction_adjusted_for_EA; field=edu
ENIGMA3.mean_full_surfarea_2019_noGC	direct_url	Mean full cortical surface area		European/mixed	Neuroimaging	NA	genome_build=GRCh37; source=ENIGMA restricted URL; restricted_url=true; request_url=https://enigma.ini.usc.edu/; file_name=ENIGMA3_only_mixed_se_wo_Mean_Full_SurfArea_20190429_noGC.txt.gz; phenotype_description=ENIGMA3 mean full cortical surface area without genomic control.
ENIGMA_GarciaMarin2023.Accumbens	direct_url	Accumbens volume		European/mixed	Neuroimaging	73800	genome_build=GRCh37; source=ENIGMA restricted URL; restricted_url=true; request_url=https://enigma.ini.usc.edu/; file_name=Accumbens_QCed.tab.gz; publication=GarciaMarin ENIGMA ICV subcortical; phenotype_description=ENIGMA accumbens volume QCed GWAS.
ENIGMA_GarciaMarin2023.Amygdala	direct_url	Amygdala volume		European/mixed	Neuroimaging	73800	genome_build=GRCh37; source=ENIGMA restricted URL; restricted_url=true; request_url=https://enigma.ini.usc.edu/; file_name=Amygdala_QCed.tab.gz; publication=GarciaMarin ENIGMA ICV subcortical; phenotype_description=ENIGMA amygdala volume QCed GWAS.
ENIGMA_GarciaMarin2023.Brainstem	direct_url	Brainstem volume		European/mixed	Neuroimaging	73800	genome_build=GRCh37; source=ENIGMA restricted URL; restricted_url=true; request_url=https://enigma.ini.usc.edu/; file_name=Brainstem_QCed.tab.gz; publication=GarciaMarin ENIGMA ICV subcortical; phenotype_description=ENIGMA brainstem volume QCed GWAS.
ENIGMA_GarciaMarin2023.Caudate	direct_url	Caudate volume		European/mixed	Neuroimaging	73800	genome_build=GRCh37; source=ENIGMA restricted URL; restricted_url=true; request_url=https://enigma.ini.usc.edu/; file_name=Caudate_QCed.tab.gz; publication=GarciaMarin ENIGMA ICV subcortical; phenotype_description=ENIGMA caudate volume QCed GWAS.
ENIGMA_GarciaMarin2023.Hippocampus	direct_url	Hippocampus volume		European/mixed	Neuroimaging	73800	genome_build=GRCh37; source=ENIGMA restricted URL; restricted_url=true; request_url=https://enigma.ini.usc.edu/; file_name=Hippocampus_QCed.tab.gz; publication=GarciaMarin ENIGMA ICV subcortical; phenotype_description=ENIGMA hippocampus volume QCed GWAS.
ENIGMA_GarciaMarin2023.ICV	direct_url	Intracranial volume		European/mixed	Neuroimaging	73800	genome_build=GRCh37; source=ENIGMA restricted URL; restricted_url=true; request_url=https://enigma.ini.usc.edu/; file_name=ICV_QCed.tab.gz; publication=GarciaMarin ENIGMA ICV subcortical; phenotype_description=ENIGMA intracranial volume QCed GWAS.
ENIGMA_GarciaMarin2023.Pallidum	direct_url	Pallidum volume		European/mixed	Neuroimaging	73800	genome_build=GRCh37; source=ENIGMA restricted URL; restricted_url=true; request_url=https://enigma.ini.usc.edu/; file_name=Pallidum_QCed.tab.gz; publication=GarciaMarin ENIGMA ICV subcortical; phenotype_description=ENIGMA pallidum volume QCed GWAS.
ENIGMA_GarciaMarin2023.Putamen	direct_url	Putamen volume		European/mixed	Neuroimaging	73800	genome_build=GRCh37; source=ENIGMA restricted URL; restricted_url=true; request_url=https://enigma.ini.usc.edu/; file_name=Putamen_QCed.tab.gz; publication=GarciaMarin ENIGMA ICV subcortical; phenotype_description=ENIGMA putamen volume QCed GWAS.
